PDB	CHAIN	Uniprot_ID	LENGTH	RESOLUTION	PDB_BEG	PDB_END
2f5z	N	O00330	43	2.18	130	172
2f5z	O	O00330	43	2.18	130	172
2fye	A	P25774	211	2.2	1	211
2g6z	A	Q16690	143	2.7	178	320
2g6z	B	Q16690	143	2.7	178	320
2g6z	C	Q16690	142	2.7	178	319
2g76	A	O43175	302	1.7	5	306
2g76	B	O43175	301	1.7	6	306
2g5p	A	P27487	726	2.4	39	764
2g5p	B	P27487	726	2.4	39	764
2g98	A	P07320	171	2.2	1	171
2g98	B	P07320	170	2.2	1	170
2g9o	A	Q04656	77	None	1	77
2g63	A	P27487	726	2	39	764
2g63	B	P27487	726	2	39	764
2g63	C	P27487	726	2	39	764
2g63	D	P27487	726	2	39	764
2g9h	B	P01911	190	2	1	190
2gmc	A	P02788	11	None	1	11
2gk2	A	P13688	109	2.2	-1	107
2gk2	B	P13688	110	2.2	-2	107
2gmd	A	P02788	11	None	1	11
2gm1	A	P52732	328	2.3	17	57	60	247	256	274	288	367
2gm1	B	P52732	321	2.3	17	246	256	272	289	362
2gm1	D	P52732	325	2.3	16	57	60	246	256	272	289	367
2gm1	E	P52732	323	2.3	17	55	61	246	256	272	287	367
2gt9	A	P04439	275	1.75	1	275
2gt9	B	P61769	99	1.75	1	99
2gt9	D	P04439	275	1.75	1	275
2gt9	E	P61769	99	1.75	1	99
2gtz	A	P04439	275	1.7	1	275
2gtz	B	P61769	99	1.7	1	99
2gtz	D	P04439	275	1.7	1	275
2gtz	E	P61769	99	1.7	1	99
2h44	A	O76074	326	1.8	535	860
2gwh	A	O75897	285	1.8	16	291	294	302
2gwh	B	O75897	288	1.8	15	302
2gy5	A	Q02763	423	2.9	23	445
2h4n	A	P00918	258	1.9	4	261
2h35	B	P68871	146	None	1	146
2h35	D	P68871	146	None	1	146
2h51	A	P29466	167	2.1	128	145	149	297
2h51	B	P29466	87	2.1	318	404
2hdm	A	P47992	74	None	2	75
2h57	A	Q9H0F7	165	2	17	181
2h57	B	Q9H0F7	167	2	16	182
2h57	C	Q9H0F7	166	2	17	182
2he4	A	Q15599	84	1.45	147	230
2heb	A	P61626	130	2.2	1	130
2he7	A	Q9Y2J2	283	2	108	390
2hed	A	P61626	130	1.8	1	130
2hef	A	P61626	130	1.8	1	130
2hg8	A	O15382	357	1.8	3	172	179	365
2hg8	B	O15382	363	1.8	503	865
2i4h	A	P23467	280	2.15	1678	1747	1754	1849	1857	1970
2i4i	A	O00571	407	2.2	168	406	411	534	537	580
2i3c	A	P45381	302	2.8	9	310
2i3c	B	P45381	302	2.8	9	310
2ipp	A	P07858	47	2.15	1	47
2ipp	B	P07858	205	2.15	50	254
2ipw	A	P15121	309	2	2	125	129	220	223	315
2ipk	B	P01911	190	2.3	1	190
2is7	A	P15121	315	1.7	1	315
2it6	A	Q9NNX6	132	1.95	253	384
2itp	A	P00533	305	2.74	697	984	1002	1018
2j1g	A	Q15485	197	1.95	76	158	165	211	218	242	246	287
2j1g	B	Q15485	217	1.95	72	288
2j1g	C	Q15485	216	1.95	73	288
2j1g	D	Q15485	214	1.95	75	288
2j1g	E	Q15485	218	1.95	71	288
2j1g	F	Q15485	217	1.95	72	288
2jaj	A	O94760	272	2	8	31	34	281
2jaj	B	O94760	277	2	0	33	36	167	171	281
2jhl	F	O00602	217	1.75	81	297
2jiv	A	P00533	270	3.5	700	753	755	860	875	984
2jiv	B	P00533	272	3.5	699	753	755	861	873	982
2jjv	A	Q5TFQ8	110	1.8	3	52	56	115
2jjv	B	Q5TFQ8	115	1.8	2	116
2jvx	A	Q9Y6K9	26	None	3	28
2jwa	A	P04626	44	None	41	84
2jwa	B	P04626	44	None	141	184
2jxw	A	O75554	75	None	1	75
2jyv	A	P28799	32	None	1	32
2kbr	A	Q9Y6N9	80	None	1	80
2kbr	B	Q9H251	18	None	100	117
2kcc	A	O00763	75	None	2	76
2j1k	A	P78310	117	2.3	19	135
2j1k	B	P78310	113	2.3	17	62	66	107	114	138
2j1k	G	P78310	123	2.3	17	139
2j1k	J	P78310	123	2.3	17	139
2j1k	K	P78310	123	2.3	16	138
2j1k	O	P78310	118	2.3	19	63	67	139
2j1k	P	P78310	123	2.3	17	139
2j1k	T	P78310	119	2.3	19	137
2j1k	V	P78310	121	2.3	17	137
2j1k	X	P78310	123	2.3	17	139
2j1k	Y	P78310	119	2.3	19	137
2j1k	Z	P78310	117	2.3	19	135
2ked	A	P48061	68	None	1	68
2ke4	A	Q15642	94	None	332	425
2kgt	A	Q13882	72	None	1	72
2kgr	A	Q15811	103	None	1	103
2kso	A	P29317	65	None	14	78
2kso	B	O15357	59	None	28	86
2kun	A	P04156	142	None	90	231
2kwh	A	Q15311	54	None	393	446
2kvu	A	Q969V6	61	None	15	75
2kxq	B	O15105	15	None	203	217
2kzs	A	Q9UER7	90	None	55	144
2lah	A	O43683	150	None	11	160
2lb3	B	Q15796	8	None	176	183
2lfg	A	P16471	112	None	99	210
2lfm	A	P05067	40	None	1	40
2lnx	A	P52735	113	None	659	771
2lqb	A	P35670	72	None	5	76
2lq6	A	O95696	78	None	317	394
2m0z	A	Q12923	96	None	2	97
2lqh	B	O43524	24	None	101	124
2m3d	A	Q9NR30	95	None	1	95
2lmq	A	P05067	32	None	9	40
2lmq	B	P05067	32	None	9	40
2lmq	C	P05067	32	None	9	40
2lmq	D	P05067	32	None	9	40
2lmq	E	P05067	32	None	9	40
2lmq	F	P05067	32	None	9	40
2lmq	G	P05067	32	None	9	40
2lmq	H	P05067	32	None	9	40
2lmq	I	P05067	32	None	9	40
2lmq	J	P05067	32	None	9	40
2lmq	K	P05067	32	None	9	40
2lmq	L	P05067	32	None	9	40
2lmq	M	P05067	32	None	9	40
2lmq	N	P05067	32	None	9	40
2lmq	O	P05067	32	None	9	40
2lmq	P	P05067	32	None	9	40
2lmq	Q	P05067	32	None	9	40
2lmq	R	P05067	32	None	9	40
2m49	A	P09038	126	None	19	144
2m49	C	P09038	126	None	19	144
2m85	A	Q149N8	65	None	652	716
2mkf	A	Q96RL1	58	None	74	83	84	131
2mov	A	Q15109	103	None	3	105
2mou	A	P59095	220	None	1	220
2mwo	A	Q12888	120	None	1484	1603
2mwo	B	P04637	15	None	363	377
2mzi	A	P09237	248	None	0	247
2mzd	A	Q09472	90	None	1	90
2mzd	B	P04637	25	None	1	25
2na8	A	P32927	42	None	432	473
2nbr	A	P07315	173	None	1	173
2nbo	A	P02766	127	None	1	127
2nwp	A	P00918	259	1.8	3	261
2nwy	A	P00918	259	1.65	3	261
2o2k	A	Q99707	332	1.6	926	1000	1004	1071	1075	1263
2o2k	B	Q99707	333	1.6	926	1000	1003	1071	1076	1264
2nn6	A	Q06265	302	3.35	1	302
2nn6	F	Q5RKV6	223	3.35	29	72	92	270
2nn6	G	Q9NQT5	236	3.35	16	50	74	274
2nn6	H	Q13868	250	3.35	25	114	128	211	218	293
2o72	A	P12830	213	2	1	213
2ocg	A	Q86WA6	254	1.75	21	274
2ocf	A	P03372	233	2.95	305	460	472	548
2ocf	D	P02751	93	2.95	2	94
2ocw	A	P01833	585	None	1	585
2odu	A	Q15149	217	2.3	303	331	333	520
2oev	A	Q8WUM4	697	3.3	2	698
2oex	A	Q8WUM4	342	2.58	361	702
2oex	B	Q8WUM4	341	2.58	362	702
2omj	A	Q9NZN5	85	None	5	89
2on6	A	P00491	282	2.503	1	59	64	286
2ouh	A	P07996	203	2.4	12	214
2ouh	B	P07996	203	2.4	12	214
2ouq	A	Q9Y233	324	1.9	449	772
2ouq	B	Q9Y233	306	1.9	449	572	589	770
2oun	A	Q9Y233	322	1.56	449	770
2oun	B	Q9Y233	325	1.56	449	773
2ouv	A	Q9Y233	323	1.56	449	771
2ouv	B	Q9Y233	325	1.56	449	773
2ovx	A	P14780	159	2	110	215	391	443
2ovx	B	P14780	159	2	110	215	391	443
2ow0	A	P14780	159	2	110	215	391	443
2ow0	B	P14780	155	2	114	215	391	443
2oyh	A	P02671	64	2.4	127	190
2oyh	B	P02675	298	2.4	161	458
2oyh	D	P02671	54	2.4	133	186
2oyh	E	P02675	295	2.4	165	459
2ono	A	P05091	494	2.15	7	500
2ono	B	P05091	494	2.15	7	500
2ono	C	P05091	494	2.15	7	500
2ono	D	P05091	494	2.15	7	500
2ono	E	P05091	494	2.15	7	500
2ono	F	P05091	494	2.15	7	500
2ono	G	P05091	494	2.15	7	500
2ono	H	P05091	494	2.15	7	500
2pir	A	P10275	250	2.1	669	918
2pg6	A	Q16696	465	2.53	30	494
2pg6	B	Q16696	463	2.53	32	494
2pg6	C	Q16696	464	2.53	31	494
2pg6	D	Q16696	464	2.53	31	494
2pkg	A	P30153	579	3.3	10	588
2pkg	B	P30153	579	3.3	10	588
2q13	A	Q9UKG1	363	2.05	5	75	79	287	296	378
2pv0	A	Q9UJW3	347	3.3	34	380
2pv0	B	Q9UJW3	347	3.3	34	380
2pv0	C	Q9UJW3	347	3.3	34	380
2q21	A	P01112	171	2.2	1	171
2q7o	E	P00491	284	2.9	1	284
2q8d	A	O75164	347	2.29	1	347
2q8d	B	O75164	338	2.29	9	346
2q7z	A	P17927	1931	None	1	1931
2qgw	A	P03372	236	2.39	305	461	470	548
2qgw	B	P03372	242	2.39	305	460	464	549
2qnk	A	P46952	285	1.6	2	286
2qtw	A	Q8NBP7	92	1.9	61	152
2qtw	B	Q8NBP7	486	1.9	153	167	176	212	220	449	452	571	584	616	619	639	642	659	671	682
2r6n	A	P43235	216	1.95	0	215
2r6k	A	P08263	221	2.51	2	222
2r6k	B	P08263	219	2.51	4	222
2r6w	A	P03372	229	2	306	331	340	526	534	549
2r6w	B	P03372	223	2	306	331	340	461	464	526	535	546
2rel	A	P19957	57	None	1	57
2rey	A	O14641	87	1.55	263	273	275	286	292	355
2r7e	A	P00451	693	3.7	1	214	222	334	360	725
2r7e	B	P00451	644	3.7	1689	2332
2rfn	A	P08581	268	2.5	1057	1084	1089	1222	1246	1351
2rfn	B	P08581	269	2.5	1056	1084	1089	1222	1246	1351
2rex	A	O43157	107	2.3	1746	1852
2rex	C	O43157	107	2.3	1746	1852
2rg3	A	P08246	228	1.8	16	243
2rgc	A	P01112	166	1.6	1	166
2rda	A	P04818	282	2.67	25	306
2rda	B	P04818	281	2.67	26	306
2rda	C	P04818	281	2.67	26	306
2rda	D	P04818	281	2.67	26	306
2rda	E	P04818	281	2.67	26	306
2rda	F	P04818	281	2.67	26	306
2rgm	A	Q75I93	471	1.55	6	476
2rgm	B	Q75I93	471	1.55	6	476
2rqa	A	Q96C10	133	None	546	678
2rsg	A	Q9Y5P4	94	None	24	117
2uwp	A	P00742	230	1.75	16	245
2uwp	B	P00742	52	1.75	-2	49
2uym	A	P52732	331	2.11	16	271	288	362
2uym	B	P52732	331	2.11	16	271	288	362
2uzi	R	P01112	166	2	1	166
2uzk	A	O43524	96	2.7	158	253
2uzk	C	O43524	91	2.7	1158	1248
2v7c	A	Q14995	166	2.4	403	470	480	577
2v7c	B	Q14995	176	2.4	397	572
2v5p	A	P11717	466	4.1	1516	1679	1686	1753	1757	1990
2v5p	B	P11717	466	4.1	1516	1679	1686	1753	1757	1990
2vh6	A	P00742	227	1.95	16	76	79	244
2vh6	B	P00742	54	1.95	-3	50
2vif	P	P10721	9	1.45	566	574
2vwm	A	P00742	227	1.96	16	76	78	243
2vwm	B	P00742	220	1.96	16	69	78	243
2vwm	K	P00742	54	1.96	86	139
2vwm	L	P00742	52	1.96	86	137
2vig	A	P16219	379	1.9	34	412
2vig	B	P16219	371	1.9	34	201	209	411
2vig	C	P16219	373	1.9	34	202	209	412
2vig	D	P16219	374	1.9	34	202	208	412
2vig	E	P16219	379	1.9	34	412
2vig	F	P16219	373	1.9	34	202	209	412
2vig	G	P16219	375	1.9	34	202	206	411
2vig	H	P16219	373	1.9	34	201	208	412
2w86	A	P35555	145	1.8	3	147
2w84	B	P50542	20	None	93	112
2w73	A	P0DP23	145	1.45	3	147
2w73	B	P0DP23	145	1.45	3	147
2w73	E	P0DP23	145	1.45	3	147
2w73	F	P0DP23	146	1.45	2	147
2weo	A	P00918	258	1.4	4	261
2wej	A	P00918	259	1.45	3	261
2wgj	A	P08581	290	2	1052	1098	1103	1345
2wot	A	P36897	301	1.85	200	500
2wtr	A	P17870	356	2.9	4	177	180	330	341	357	384	397
2wtr	B	P17870	367	2.9	2	65	71	177	180	331	339	360	379	400
2wu7	A	P49761	348	2.25	135	482
2wyt	A	P00441	153	1	1	153
2wyt	F	P00441	153	1	1	153
2wz0	A	P00441	153	1.72	1	153
2wz0	F	P00441	153	1.72	1	153
2wz5	A	P00441	153	1.5	1	153
2wz5	F	P00441	153	1.5	1	153
2x0g	A	P53355	318	2.2	3	320
2x0g	B	P0DP23	132	2.2	6	73	82	145
2wse	A	P05310	730	3.49	21	318	327	758
2x0l	A	O60341	666	3	171	836
2x0u	A	P04637	195	1.6	96	290
2x0u	B	P04637	194	1.6	97	290
2wsc	A	P05310	730	3.3	21	318	327	758
2xa0	A	P10415	137	2.7	10	31	92	206
2xa0	B	P10415	137	2.7	10	31	92	206
2xba	A	Q9UM73	284	1.95	1095	1122	1130	1136	1144	1278	1289	1402
2xah	A	O60341	666	3.1	171	836
2xae	A	P52732	328	2.6	17	247	253	271	287	364
2xae	B	P52732	328	2.6	17	247	253	271	287	364
2xae	C	P52732	329	2.6	18	271	289	363
2xbx	A	P00742	230	1.85	16	245
2xbx	L	P00742	45	1.85	89	100	107	139
2xbv	A	P00742	230	1.66	16	245
2xbv	L	P00742	44	1.66	89	90	92	100	107	139
2xm8	A	O96017	265	3.4	211	226	232	250	269	375	378	386	390	503
2xn4	A	O95198	286	1.99	306	591
2xn4	B	O95198	286	1.99	306	591
2xn5	A	P05543	342	1.7	15	356
2xn5	B	P05543	34	1.7	362	395
2xtp	A	Q9UG22	221	1.5	21	222	236	254
2xvw	A	P02768	582	2.65	3	584
2xwa	A	P00746	228	2.8	1	228
2xwa	B	P00746	228	2.8	1	228
2xte	A	O60907	66	3.9	2	67
2xte	B	O60907	66	3.9	2	67
2xte	C	O60907	66	3.9	2	67
2xte	D	O60907	66	3.9	2	67
2xte	E	O60907	66	3.9	2	67
2xte	F	O60907	66	3.9	2	67
2xte	G	O60907	66	3.9	2	67
2xte	H	O60907	66	3.9	2	67
2xte	I	O60907	66	3.9	2	67
2xte	J	O60907	66	3.9	2	67
2xte	K	O60907	66	3.9	2	67
2xte	L	O60907	66	3.9	2	67
2xvt	A	O60895	78	2.05	58	135
2xvt	B	O60895	78	2.05	58	135
2xvt	C	O60895	79	2.05	58	136
2xvt	D	O60895	79	2.05	57	135
2xvt	E	O60895	76	2.05	58	133
2xvt	F	O60895	79	2.05	58	136
2yan	A	O76003	103	1.9	232	334
2yan	B	O76003	103	1.9	232	334
2y25	A	P52179	305	3.5	1357	1403	1409	1666
2y25	B	P52179	310	3.5	1357	1666
2y25	C	P52179	305	3.5	1357	1403	1409	1666
2y25	D	P52179	310	3.5	1357	1666
2y1m	A	P22681	384	2.67	47	353	359	435
2y1m	B	P22681	385	2.67	47	355	360	435
2y1m	C	P22681	385	2.67	47	354	359	435
2y1m	D	P22681	385	2.67	47	354	359	435
2y1m	E	P22681	383	2.67	47	353	360	435
2y1m	F	P22681	384	2.67	47	353	359	435
2yhw	A	Q9Y223	308	1.64	406	616	621	717
2ygw	A	O95822	407	2.8	40	59	66	114	117	275	282	343	372	488
2ygw	B	O95822	412	2.8	40	274	282	343	373	487
2ybg	A	P04637	192	1.9	96	225	227	288
2ybg	B	P04637	193	1.9	96	288
2ybg	C	P04637	194	1.9	96	289
2ybg	D	P04637	194	1.9	96	289
2yj2	A	P07711	219	1.15	1	175	177	220
2yr3	A	Q15746	92	None	8	99
2yra	A	Q9BYH1	58	None	745	802
2yrj	A	Q8WTR7	33	None	8	40
2yrn	A	Q8IVL1	122	None	8	129
2ys4	A	Q4G0P3	115	None	8	122
2ysg	A	Q6ZWJ1	33	None	8	40
2ysl	A	Q9BZY9	66	None	8	73
2ysj	A	Q9BZY9	56	None	8	63
2yt4	A	Q8WYQ5	192	2.6	493	496	500	583	592	642	649	701
2yt7	A	O96018	94	None	8	101
2ytj	A	Q5JVG2	33	None	8	40
2z2w	A	P30291	261	2.22	291	435	456	571
2zcl	P	P07288	231	3.25	16	246
2zc9	H	P00734	229	1.58	16	147	150	246
2zc9	L	P00734	14	1.58	1	14
2zdx	A	Q16654	337	2.54	20	141	152	310	330	385
2zdx	B	Q16654	344	2.54	20	80	82	138	140	182	184	309	332	385	394	396
2zk0	A	P37231	270	2.36	207	476
2zk0	B	P37231	259	2.36	207	237	239	268	274	461	466	475
2zns	A	P39086	253	2	415	529	652	789
2zxf	A	P41250	530	3.4	64	431	512	673
2zzu	H	P08709	242	2.5	16	257
2zzu	L	P08709	142	2.5	1	142
2zzu	T	P13726	191	2.5	6	79	91	160	164	210
3a99	A	P11309	273	1.6	33	305
3a98	A	Q92608	156	2.1	1	69	81	167
3a98	C	Q92608	151	2.1	1	70	82	162
3alp	A	Q15223	300	2.804	36	335
3alp	B	Q15223	303	2.804	33	335
2zjw	A	P68400	332	2.4	1	332
3alq	R	P20333	162	3	17	178
3alq	S	P20333	164	3	15	178
3alq	T	P20333	162	3	17	178
3alq	U	P20333	161	3	18	178
3alq	V	P20333	161	3	18	178
3alq	W	P20333	162	3	17	178
3b3k	A	P37231	270	2.6	207	476
3b3k	B	P37231	270	2.6	207	476
3b5r	A	P10275	247	1.8	671	917
3bi6	A	P30291	258	2.2	293	435	456	570
3biu	H	P00734	228	2.3	16	147	150	245
3biu	L	P00734	14	2.3	1	14
3bs5	B	Q8WXI2	75	2	111	185
3brb	A	Q12866	260	1.9	575	595	597	621	625	658	666	745	762	861
3brb	B	Q12866	271	1.9	575	744	763	863
3brt	A	O14920	26	2.25	705	730
3brt	B	Q9Y6K9	61	2.25	49	109
3brt	C	O14920	29	2.25	702	730
3brt	D	Q9Y6K9	62	2.25	49	110
3bjm	A	P27487	728	2.35	39	766
3bjm	B	P27487	728	2.35	39	766
3bim	A	P41182	125	2.6	5	129
3bim	B	P41182	124	2.6	5	128
3bim	C	P41182	125	2.6	5	129
3bim	D	P41182	124	2.6	5	128
3bim	E	P41182	123	2.6	6	128
3bim	F	P41182	122	2.6	5	126
3bim	G	P41182	122	2.6	7	128
3bim	H	P41182	122	2.6	6	127
3bsz	A	P02766	119	3.38	7	125
3bsz	B	P02766	119	3.38	7	125
3bsz	C	P02766	119	3.38	7	125
3bsz	D	P02766	119	3.38	7	125
3buc	A	Q6NS38	200	2.59	56	203	207	258
3bu3	A	P06213	297	1.65	987	1283
3c27	A	P00734	26	2.182	7	32
3c27	B	P00734	249	2.182	37	182	185	287
3cal	A	P02751	88	1.7	63	128	130	151
3cal	C	P02751	87	1.7	63	128	131	151
3cip	G	P06396	125	1.6	1	125
3cp6	A	P14324	334	1.95	11	30	35	348
3cii	A	P13747	273	4.41	2	274
3cii	B	P61769	99	4.41	1	99
3cii	D	P13747	273	4.41	2	274
3cii	E	P61769	99	4.41	1	99
3cog	A	P32929	376	2	10	49	64	399
3cog	B	P32929	373	2	10	351	370	400
3cog	C	P32929	390	2	10	54	57	401
3cog	D	P32929	392	2	10	401
3cqp	A	P00441	152	1.95	2	153
3cqp	B	P00441	151	1.95	2	75	77	153
3cqp	C	P00441	130	1.95	2	67	80	127	138	153
3cqp	D	P00441	152	1.95	2	153
3cyf	A	Q99497	186	1.6	3	188
3czy	A	P09601	214	1.54	10	223
3czy	B	P09601	214	1.54	10	223
3d05	A	P04637	183	1.7	96	114	122	181	185	288
3d8b	A	Q6PIW4	281	2	374	508	515	530	535	625	636	674
3d8b	B	Q6PIW4	274	2	379	471	477	507	517	531	536	626	629	672
3d92	A	P00918	258	1.1	4	261
3d87	B	P29460	298	2.9	1	256	265	306
3d87	D	P29460	296	2.9	1	255	265	305
3d8f	A	O00213	125	2.7	366	404	420	505
3d8f	B	O00213	123	2.7	366	402	415	456	462	505
3d8f	C	O00213	125	2.7	366	404	420	505
3d8f	D	O00213	123	2.7	366	402	415	456	462	505
3dgc	L	Q9GZX6	139	2.5	39	67	69	96	98	179
3dgc	M	Q9GZX6	139	2.5	39	67	69	96	98	179
3dgc	R	Q8N6P7	199	2.5	23	79	81	86	88	88	90	224
3dgc	S	Q8N6P7	204	2.5	19	79	81	86	88	88	90	225
3djt	A	P02766	116	2.3	10	125
3djt	B	P02766	115	2.3	10	124
3djz	A	P02766	116	1.82	10	125
3djz	B	P02766	115	1.82	10	124
3djy	A	P06276	527	2.1	3	529
3dk0	A	P02766	116	1.87	10	125
3dk0	B	P02766	116	1.87	10	125
3dru	A	P01009	363	3.2	24	348	357	394
3dru	B	P01009	362	3.2	23	347	357	393
3dru	C	P01009	360	3.2	23	347	359	393
3e00	D	P37231	363	3.1	107	264	273	477
3e00	E	Q15596	10	3.1	688	697
3e00	G	Q15596	9	3.1	688	696
3dtp	A	P12883	120	20	853	972
3dtp	B	P12883	122	20	853	974
3e6i	A	P05181	461	2.2	32	137	139	493
3e6i	B	P05181	460	2.2	32	137	140	493
3e5r	A	Q0J8A4	336	2.3	2	337
3e5r	B	Q0J8A4	336	2.3	2	337
3e5r	C	Q0J8A4	336	2.3	2	337
3e5r	O	Q0J8A4	336	2.3	2	337
3e0j	B	Q15054	143	3	2	144
3e0j	D	Q15054	143	3	2	144
3e0j	F	Q15054	143	3	2	144
3e0j	H	Q15054	143	3	2	144
3e04	A	P07954	456	1.95	49	364	370	509
3e04	B	P07954	454	1.95	49	54	59	464	469	510
3e04	C	P07954	415	1.95	49	454	502	510
3e04	D	P07954	459	1.95	49	364	368	510
3eg0	A	P00519	56	2.3	64	119
3eg2	A	P00519	62	1.8	60	121
3eh9	A	P53355	274	1.7	2	52	54	108	110	277
3eob	I	P20701	179	3.6	128	306
3eob	J	P20701	179	3.6	128	306
3ep0	A	Q9H4Q4	113	2.1	17	65	76	93	100	145
3ep0	B	Q9H4Q4	113	2.1	17	65	76	93	100	145
3ex3	A	P11172	256	1.45	224	479
3ex3	B	P11172	256	1.45	224	479
3f4x	A	P00918	257	1.9	4	260
3ei4	B	Q92466	368	3.3	54	421
3ei4	D	Q92466	368	3.3	54	421
3ei4	F	Q92466	368	3.3	54	421
3f5j	A	Q75I93	472	1.95	5	476
3f5j	B	Q75I93	472	1.95	5	476
3fcf	A	P13051	220	1.84	85	304
3fby	A	P49747	533	3.15	225	757
3fby	B	P49747	533	3.15	225	757
3fby	C	P49747	533	3.15	225	757
3fr0	A	P35557	446	2.7	16	461
3frg	A	Q07343	335	1.7	153	487
3fur	A	P37231	256	2.3	206	258	275	477
3fuz	A	P39086	254	1.65	415	529	652	790
3fuz	B	P39086	254	1.65	415	529	652	790
3g2s	A	Q9UJY5	146	1.7	2	147
3g2s	B	Q9UJY5	141	1.7	6	146
3g2s	C	Q92673	11	1.7	3	13
3g2s	D	Q92673	11	1.7	3	13
3g2v	A	Q9UJY5	140	2.1	7	146
3g2v	B	Q9UJY5	140	2.1	7	146
3g2v	C	Q99523	9	2.1	4	12
3g2v	D	Q99523	7	2.1	6	12
3gdh	A	Q96RS0	211	2	634	844
3gdh	B	Q96RS0	209	2	637	688	691	847
3gdh	C	Q96RS0	207	2	641	847
3gf1	A	P05019	70	None	1	70
3gs0	A	P02766	116	1.85	9	124
3gs0	B	P02766	112	1.85	10	100	103	123
3grs	A	P00390	461	1.54	18	478
3gt9	A	Q96CA5	90	1.7	78	167
3gt9	B	Q96CA5	89	1.7	78	116	120	169
3gvr	A	P06132	356	2.2	11	366
3h8r	A	Q6NS38	203	1.77	56	258
3h91	A	Q14781	52	1.5	9	60
3h91	B	Q14781	52	1.5	9	60
3h9s	A	P04439	275	2.7	1	275
3h9s	B	P61769	99	2.7	1	99
3hme	A	Q9H8M2	106	2.23	22	127
3hme	B	Q9H8M2	107	2.23	21	127
3hmn	A	P33981	255	2.7	516	671	684	698	711	794
3hg1	B	P61769	99	3	1	99
3hp1	A	P27707	226	2.31	20	62	78	260
3ho0	A	P37231	270	2.6	207	476
3ho0	B	P37231	270	2.6	207	476
3hx3	A	P12271	250	1.69	57	306
3huj	A	P15813	272	2.5	6	277
3huj	B	P61769	97	2.5	1	97
3huj	C	P15813	273	2.5	5	277
3huj	D	P61769	99	2.5	1	99
3hwg	A	P80188	175	2.19	4	178
3hwg	B	P80188	167	2.19	5	43	47	59	62	146	148	177
3hwg	C	P80188	174	2.19	4	177
3hwn	A	P07711	213	2.33	1	172	180	220
3hwn	B	P07711	215	2.33	1	173	179	220
3hwn	C	P07711	220	2.33	1	220
3hwn	D	P07711	214	2.33	1	173	180	220
3hxq	A	P04275	201	2.694	502	702
3hus	A	P02671	61	3.04	130	190
3hus	B	P02675	303	3.04	156	458
3hus	D	P02671	61	3.04	130	190
3hus	E	P02675	303	3.04	156	458
3hy3	A	P49914	196	1.8	1	186	189	198
3i5n	A	P08581	280	2	1052	1114	1120	1147	1153	1238	1244	1346
3ibl	A	P00918	259	1.55	3	261
3ibn	A	P00918	259	2.2	3	261
3ifp	P	P05067	6	2.95	2	7
3ifp	Q	P05067	6	2.95	2	7
3ifp	R	P05067	6	2.95	2	7
3ifp	S	P05067	5	2.95	2	6
3if8	A	Q9H900	260	2.55	1	68	97	211	222	252	264	309
3if8	B	Q9H900	237	2.55	339	560	576	590
3imv	A	P02766	115	1.47	11	125
3imv	B	P02766	114	1.47	11	124
3ifc	A	O00757	323	1.97	9	62	69	337
3ifc	B	O00757	320	1.97	9	61	69	143	145	336
3ifc	C	O00757	321	1.97	9	62	69	335
3ifc	D	O00757	319	1.97	9	61	70	143	145	336
3imx	A	P35557	442	2	16	93	98	461
3inl	A	P05091	495	1.862	6	500
3inl	B	P05091	494	1.862	7	500
3inl	C	P05091	494	1.862	7	500
3inl	D	P05091	494	1.862	7	500
3inl	E	P05091	494	1.862	7	500
3inl	F	P05091	494	1.862	7	500
3inl	G	P05091	494	1.862	7	500
3inl	H	P05091	495	1.862	6	500
3inj	A	P05091	494	1.688	7	500
3inj	B	P05091	494	1.688	7	500
3inj	C	P05091	494	1.688	7	500
3inj	D	P05091	494	1.688	7	500
3inj	E	P05091	494	1.688	7	500
3inj	F	P05091	494	1.688	7	500
3inj	G	P05091	494	1.688	7	500
3inj	H	P05091	495	1.688	6	500
3jz1	A	P00734	14	1.6	1	14
3jz1	B	P00734	227	1.6	16	74	78	147	150	247
3kbz	A	P09467	319	2.45	9	61	70	335
3kbz	B	P09467	318	2.45	9	61	71	335
3kbz	C	P09467	318	2.45	9	61	71	335
3kbz	D	P09467	318	2.45	9	61	71	335
3kej	A	P45452	163	2.3	104	266
3kej	B	P45452	157	2.3	110	266
3keh	A	P04062	497	2.8	1	497
3keh	B	P04062	497	2.8	1	497
3kjp	A	Q9NUX5	293	1.8	6	147	149	299
3kjq	A	Q14790	152	1.8	223	374
3kjq	B	Q14790	90	1.8	390	479
3ktl	A	P08263	221	1.75	2	222
3ktl	B	P08263	219	1.75	4	222
3ky9	A	P15498	530	2.731	2	129	142	150	156	180	189	457	463	478	482	564
3ky9	B	P15498	540	2.731	2	129	138	150	156	180	189	416	420	565
3kyo	B	P61769	99	1.7	1	99
3kyo	D	P61769	99	1.7	1	99
3kz1	A	O15085	360	2.7	714	1010	1020	1082
3kz1	B	O15085	357	2.7	715	1010	1021	1081
3l9p	A	Q9UM73	303	1.8	1093	1137	1143	1400
3lbj	E	O15151	83	1.5	25	107
3j9m	0	Q9BYC8	108	3.5	79	186
3j9m	6	Q96DV4	325	3.5	27	79	99	118	120	124	127	209	213	282	287	380
3j9m	8	Q9NQ50	99	3.5	83	181
3j9m	A0	P82930	201	3.5	6	154	162	213
3j9m	A1	P82673	256	3.5	52	270	287	323
